Assessment Date,Assessor Name,Position,Activity/Task Description,Hazard Description,Who is at Risk?,How might they be harmed?,Existing Control Measures,Initial Likelihood (1-5),Initial Severity (1-5),Initial Risk Rating (L x S),Further Control Measures (Hierarchy of Control),Action Owner,Target Date,Residual Likelihood (1-5),Residual Severity (1-5),Residual Risk Rating (L x S),Review Date,Status/Comments
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
